field_150427_aO,portal,net/minecraft/init/Blocks
field_111179_c,field_111179_c,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy
field_78831_a,name,net/minecraft/client/gui/GuiPlayerInfo
field_145791_d,field_145791_d,net/minecraft/entity/projectile/EntityArrow
field_149946_O,field_149946_O,net/minecraft/block/BlockDispenser
field_150517_a,field_150517_a,net/minecraft/world/gen/feature/WorldGenSand
field_110150_bn,lastAttacker,net/minecraft/entity/EntityLivingBase
field_70257_an,ticksInAir,net/minecraft/entity/projectile/EntityArrow
field_73038_N,previousActiveChunkSet,net/minecraft/client/multiplayer/WorldClient
field_150750_a,field_150750_a,net/minecraft/network/NettyEncryptingEncoder
field_149327_b,field_149327_b,net/minecraft/network/play/server/S3CPacketUpdateScore
field_98288_a,entityTypeName,net/minecraft/tileentity/MobSpawnerBaseLogic
field_149942_b,field_149942_b,net/minecraft/block/BlockDispenser
field_110878_h,siameseOcelotTextures,net/minecraft/client/renderer/entity/RenderOcelot
field_96304_B,controlString,net/minecraft/util/EnumChatFormatting
field_78455_a,mc,net/minecraft/client/renderer/ItemRenderer
field_149580_e,field_149580_e,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_110780_a,arrowTextures,net/minecraft/client/renderer/entity/RenderArrow
field_150836_b,field_150836_b,net/minecraft/init/Bootstrap$5$1
field_150067_a,field_150067_a,net/minecraft/block/BlockBasePressurePlate
field_98218_a,field_98218_a,net/minecraft/entity/ai/EntityAIAvoidEntity
field_76096_d,spawnY,net/minecraft/world/storage/WorldInfo
field_153196_B,field_153196_B,net/minecraft/client/renderer/OpenGlHelper
$VALUES,$VALUES,net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason
field_150583_P,birchForest,net/minecraft/world/biome/BiomeGenBase
field_147698_b,logger,net/minecraft/client/audio/SoundHandler
field_147868_aj,aoBrightnessXZNP,net/minecraft/client/renderer/RenderBlocks
field_147067_x,currentScroll,net/minecraft/client/gui/inventory/GuiContainerCreative
field_92040_ay,theEffectRenderer,net/minecraft/client/particle/EntityFireworkStarterFX
field_147373_o,lastPosX,net/minecraft/network/NetHandlerPlayServer
GRAPHICS,GRAPHICS,net/minecraft/client/settings/GameSettings$Options
SHOW_ITEM,SHOW_ITEM,net/minecraft/event/HoverEvent$Action
field_75808_a,savesDirectory,net/minecraft/world/storage/SaveFormatOld
field_82577_x,theGameRules,net/minecraft/world/storage/WorldInfo
field_149507_d,field_149507_d,net/minecraft/network/play/client/C07PacketPlayerDigging
field_150595_c,height_Oceans,net/minecraft/world/biome/BiomeGenBase
field_146052_aI,field_146052_aI,net/minecraft/entity/projectile/EntityFishHook
field_151451_c,renderDistanceChunks,net/minecraft/client/settings/GameSettings
field_110688_A,frontLeftLeg,net/minecraft/client/model/ModelHorse
field_152694_b,field_152694_b,net/minecraft/server/management/UserList
field_78915_A,isInitialized,net/minecraft/client/renderer/WorldRenderer
field_147302_e,netManager,net/minecraft/client/network/NetHandlerPlayClient
field_147433_r,parabolicField,net/minecraft/world/gen/ChunkProviderGenerate
field_73161_b,random,net/minecraft/world/gen/ChunkProviderFlat
field_153201_h,field_153201_h,net/minecraft/client/renderer/OpenGlHelper
field_151196_e,field_151196_e,net/minecraft/util/HttpUtil$1
field_76781_i,river,net/minecraft/world/biome/BiomeGenBase
field_150390_bg,stone_brick_stairs,net/minecraft/init/Blocks
field_151264_a,field_151264_a,net/minecraft/network/NetworkSystem$1
field_82882_x,advancedItemTooltips,net/minecraft/client/settings/GameSettings
field_148623_a,field_148623_a,net/minecraft/client/audio/SoundManager
field_145879_a,note,net/minecraft/tileentity/TileEntityNote
field_74972_a,fillSeed,net/minecraft/world/gen/structure/StructureNetherBridgePieces$End
field_75098_d,isCreativeMode,net/minecraft/entity/player/PlayerCapabilities
field_154344_d,field_154344_d,net/minecraft/realms/RealmsServerStatusPinger$1
field_150372_bz,sandstone_stairs,net/minecraft/init/Blocks
field_147144_o,field_147144_o,net/minecraft/server/MinecraftServer
field_110188_br,babySpeedBoostModifier,net/minecraft/entity/monster/EntityZombie
field_146287_f,eventButton,net/minecraft/client/gui/GuiScreen
field_110704_g,muleRightEar,net/minecraft/client/model/ModelHorse
field_146480_s,field_146480_s,net/minecraft/client/gui/GuiScreenBook
field_150677_g,canonicalName,net/minecraft/event/ClickEvent$Action
field_78528_u,pointedEntity,net/minecraft/client/renderer/EntityRenderer
field_78931_h,posZMinus,net/minecraft/client/renderer/WorldRenderer
field_110272_by,armorValues,net/minecraft/entity/passive/EntityHorse
field_77879_b,damageReduceAmount,net/minecraft/item/ItemArmor
field_71101_bC,flyToggleTimer,net/minecraft/entity/player/EntityPlayer
field_92049_a,baseTextureIndex,net/minecraft/client/particle/EntityFireworkSparkFX
field_149415_b,field_149415_b,net/minecraft/network/play/server/S12PacketEntityVelocity
field_148546_d,logger,net/minecraft/server/management/ServerConfigurationManager
field_145901_j,field_145901_j,net/minecraft/tileentity/TileEntityHopper
field_150399_cn,stained_glass,net/minecraft/init/Blocks
field_70272_f,boatZ,net/minecraft/entity/item/EntityBoat
field_82825_d,hasColorModifier,net/minecraft/entity/boss/BossStatus
field_76202_j,playersHashMap,net/minecraft/world/storage/MapData
field_75429_b,targetEntity,net/minecraft/entity/ai/EntityAIMoveTowardsTarget
field_70994_bF,slowed,net/minecraft/entity/boss/EntityDragon
field_148032_e,mapFramebuffers,net/minecraft/client/shader/ShaderGroup
field_110601_c,entryNameSplitter,net/minecraft/client/resources/FileResourcePack
$VALUES,$VALUES,net/minecraft/util/EnumFacing
field_151494_h,field_151494_h,net/minecraft/entity/ai/EntityAIOcelotSit
$VALUES,$VALUES,net/minecraft/client/stream/IStream$AuthFailureReason
field_111154_a,attributes,net/minecraft/entity/ai/attributes/BaseAttributeMap
field_70262_b,lightningState,net/minecraft/entity/effect/EntityLightningBolt
field_146998_K,field_146998_K,net/minecraft/client/gui/inventory/GuiContainer
field_70146_Z,rand,net/minecraft/entity/Entity
field_148924_d,field_148924_d,net/minecraft/network/play/server/S22PacketMultiBlockChange
field_148175_k,field_148175_k,net/minecraft/client/gui/GuiFlatPresets$ListSlot
$VALUES,$VALUES,net/minecraft/world/WorldSettings$GameType
field_149088_a,field_149088_a,net/minecraft/network/play/server/S07PacketRespawn
field_70963_i,buyingList,net/minecraft/entity/passive/EntityVillager
field_75952_v,dropStat,net/minecraft/stats/StatList
field_146445_a,field_146445_a,net/minecraft/client/gui/GuiIngameMenu
field_78127_b,tentacles,net/minecraft/client/model/ModelGhast
field_147873_r,uvRotateWest,net/minecraft/client/renderer/RenderBlocks
field_70154_o,ridingEntity,net/minecraft/entity/Entity
field_148012_t,field_148012_t,net/minecraft/client/shader/ShaderManager
field_77173_c,mapFeaturesEnabled,net/minecraft/world/WorldSettings
field_73129_e,lastScaledYPosition,net/minecraft/entity/EntityTrackerEntry
x,x,net/minecraft/realms/RealmsEditBox
field_151306_a,field_151306_a,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier
levelSummary,levelSummary,net/minecraft/realms/RealmsLevelSummary
field_151654_J,obsidianColor,net/minecraft/block/material/MapColor
field_75703_B,sizeX,net/minecraft/entity/item/EntityPainting$EnumArt
field_152735_b,field_152735_b,net/minecraft/server/management/PreYggdrasilConverter$2
field_75444_h,classTarget,net/minecraft/entity/ai/EntityAIAttackOnCollide
field_148304_a,logger,net/minecraft/client/gui/ServerListEntryNormal
field_70813_a,squishAmount,net/minecraft/entity/monster/EntitySlime
field_75477_d,insideDirectionX,net/minecraft/village/VillageDoorInfo
field_146171_m,field_146171_m,net/minecraft/client/gui/GuiLabel
field_73141_v,ridingEntity,net/minecraft/entity/EntityTrackerEntry
field_147024_w,tileBeacon,net/minecraft/client/gui/inventory/GuiBeacon
field_151106_aX,cookie,net/minecraft/init/Items
field_75451_c,mate,net/minecraft/entity/ai/EntityAIVillagerMate
field_151005_D,golden_pickaxe,net/minecraft/init/Items
field_146219_i,height,net/minecraft/client/gui/GuiTextField
field_77405_a,theWorld,net/minecraft/world/World$2
field_76701_k,x,net/minecraft/world/chunk/storage/ChunkLoader$AnvilConverterData
field_73249_c,defaultEmptyChunk,net/minecraft/world/gen/ChunkProviderServer
Courbet,Courbet,net/minecraft/entity/item/EntityPainting$EnumArt
field_78137_g,bill,net/minecraft/client/model/ModelChicken
field_74943_l,junglePyramidsChestContents,net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid
field_82424_k,bipedArmorFilenamePrefix,net/minecraft/client/renderer/entity/RenderBiped
field_151145_ak,flint,net/minecraft/init/Items
field_151144_bL,skull,net/minecraft/init/Items
field_151022_W,chainmail_leggings,net/minecraft/init/Items
field_148860_e,field_148860_e,net/minecraft/network/play/server/S35PacketUpdateTileEntity
field_76414_N,liquidColor,net/minecraft/potion/Potion
field_76460_b,duration,net/minecraft/potion/PotionEffect
field_110193_bq,attackingSpeedBoostModifier,net/minecraft/entity/monster/EntityEnderman
field_76000_F,bookcase,net/minecraft/stats/AchievementList
field_70561_a,initialParticleScale,net/minecraft/client/particle/EntityCritFX
field_153065_w,field_153065_w,net/minecraft/client/stream/IngestServerTester
field_70522_e,art,net/minecraft/entity/item/EntityPainting
field_76339_a,patternControlCode,net/minecraft/util/StringUtils
field_110855_h,donkeyTextures,net/minecraft/client/renderer/entity/RenderHorse
field_75782_a,taskEntries,net/minecraft/entity/ai/EntityAITasks
field_151042_j,iron_ingot,net/minecraft/init/Items
field_78897_a,minX,net/minecraft/world/gen/structure/StructureBoundingBox
field_147556_a,instance,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher
field_150329_H,tallgrass,net/minecraft/init/Blocks
field_75791_f,theEnumGameType,net/minecraft/world/storage/SaveFormatComparator
field_71420_M,fpsCounter,net/minecraft/client/Minecraft
field_135061_b,theTextureManager,net/minecraft/client/renderer/texture/TextureManager$1
field_148218_l,field_148218_l,net/minecraft/client/gui/achievement/GuiStats$Stats
field_71139_cq,currentWindowId,net/minecraft/entity/player/EntityPlayerMP
Authenticating,Authenticating,net/minecraft/client/stream/BroadcastController$BroadcastState
field_90046_a,theMinecraft,net/minecraft/client/Minecraft$11
field_77991_e,itemDamage,net/minecraft/item/ItemStack
field_76440_q,blindness,net/minecraft/potion/Potion
field_78177_c,ironGolemRightArm,net/minecraft/client/model/ModelIronGolem
field_76014_m,makeBread,net/minecraft/stats/AchievementList
field_71435_Y,tempDisplayHeight,net/minecraft/client/Minecraft
field_70717_bb,attackingPlayer,net/minecraft/entity/EntityLivingBase
field_145992_i,adjacentChestZNeg,net/minecraft/tileentity/TileEntityChest
field_151375_b,field_151375_b,net/minecraft/client/util/JsonException$Entry
field_78401_l,brightness,net/minecraft/client/renderer/Tessellator
field_146303_a,field_146303_a,net/minecraft/client/gui/GuiScreenServerList
field_147966_k,useAnisotropicFiltering,net/minecraft/client/renderer/texture/TextureAtlasSprite
field_70194_h,ticksInGround,net/minecraft/entity/projectile/EntityThrowable
field_151502_a,field_151502_a,net/minecraft/entity/ai/EntityAIEatGrass
IRON_DOOR,IRON_DOOR,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door
field_72792_d,entityViewDistance,net/minecraft/entity/EntityTracker
field_151603_a,field_151603_a,net/minecraft/world/gen/NoiseGeneratorPerlin
field_74310_D,keyBindChat,net/minecraft/client/settings/GameSettings
field_147980_a,field_147980_a,net/minecraft/client/renderer/texture/TextureMap$1
field_152672_b,field_152672_b,net/minecraft/server/management/PlayerProfileCache$ProfileEntry
field_77348_q,silkTouch,net/minecraft/enchantment/Enchantment
field_75911_c,riverPatternGeneratorChain,net/minecraft/world/gen/layer/GenLayerRiverMix
field_71588_a,oppositeSide,net/minecraft/util/Facing
field_75158_e,tileFurnace,net/minecraft/inventory/ContainerFurnace
field_149058_c,field_149058_c,net/minecraft/network/play/server/S2CPacketSpawnGlobalEntity
field_70737_aN,hurtTime,net/minecraft/entity/EntityLivingBase
field_74332_R,lastServer,net/minecraft/client/settings/GameSettings
field_146544_g,field_146544_g,net/minecraft/client/gui/achievement/GuiStats
field_76944_d,genBiomes,net/minecraft/world/biome/WorldChunkManager
field_135017_as,mcLanguageManager,net/minecraft/client/Minecraft
field_149763_I,blockParticleGravity,net/minecraft/block/Block
field_78844_e,pingToServer,net/minecraft/client/multiplayer/ServerData
field_78028_d,tabRedstone,net/minecraft/creativetab/CreativeTabs
field_149200_f,field_149200_f,net/minecraft/network/play/server/S01PacketJoinGame
field_82727_n,wither,net/minecraft/util/DamageSource
field_75286_m,field_75286_m,net/minecraft/entity/ai/EntityAITempt
field_70765_h,moveHelper,net/minecraft/entity/EntityLiving
field_76166_e,modCount,net/minecraft/util/LongHashMap
field_76514_h,branchDensity,net/minecraft/world/gen/feature/WorldGenBigTree
HELLO,HELLO,net/minecraft/server/network/NetHandlerLoginServer$LoginState
field_78197_d,slimeMouth,net/minecraft/client/model/ModelSlime
field_72756_f,prevSortZ,net/minecraft/client/renderer/RenderGlobal
field_76640_a,isLit,net/minecraft/world/chunk/Chunk
field_78866_a,ipAddress,net/minecraft/client/multiplayer/ServerAddress
field_78826_b,field_78826_b,net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight
field_70223_e,despawnTimer,net/minecraft/entity/item/EntityEnderEye
CHAT_HEIGHT_UNFOCUSED,CHAT_HEIGHT_UNFOCUSED,net/minecraft/client/settings/GameSettings$Options
field_150617_aE,field_150617_aE,net/minecraft/world/biome/BiomeGenSnow
field_94063_bt,_combatTracker,net/minecraft/entity/EntityLivingBase
field_96640_e,totalKillCount,net/minecraft/scoreboard/IScoreObjectiveCriteria
field_146566_v,field_146566_v,net/minecraft/client/gui/achievement/GuiAchievements
field_76827_t,mushroomRedGen,net/minecraft/world/biome/BiomeDecorator
field_70173_aa,ticksExisted,net/minecraft/entity/Entity
field_78303_s,randomStyle,net/minecraft/client/gui/FontRenderer
field_150423_aK,pumpkin,net/minecraft/init/Blocks
field_149774_o,soundTypeLadder,net/minecraft/block/Block
field_75160_f,craftResult,net/minecraft/inventory/ContainerWorkbench
field_72644_p,field_72644_p,net/minecraft/network/rcon/RConThreadQuery
field_72763_n,renderChunksTall,net/minecraft/client/renderer/RenderGlobal
field_150817_t,logger,net/minecraft/world/chunk/Chunk
field_74595_k,projection,net/minecraft/client/renderer/ActiveRenderInfo
field_150740_a,logMarkerNetwork,net/minecraft/network/NetworkManager
field_74284_h,lastSyncHRClock,net/minecraft/util/Timer
CURSOR_INSERT_COLOR,CURSOR_INSERT_COLOR,net/minecraft/realms/RealmsEditBox
field_150659_e,field_150659_e,net/minecraft/block/BlockRailBase$Rail
field_150016_b,field_150016_b,net/minecraft/block/BlockDoor
field_82224_i,field_82224_i,net/minecraft/entity/boss/EntityWither
field_94315_d,currentHeight,net/minecraft/client/renderer/texture/Stitcher
field_110835_a,batTextures,net/minecraft/client/renderer/entity/RenderBat
field_150053_a,field_150053_a,net/minecraft/block/BlockRailBase
field_75325_h,maxRangedAttackTime,net/minecraft/entity/ai/EntityAIArrowAttack
field_150179_b,field_150179_b,net/minecraft/block/BlockRedstoneWire
field_143015_k,field_143015_k,net/minecraft/world/gen/structure/StructureVillagePieces$Village
field_96567_c,field_96567_c,net/minecraft/command/IEntitySelector$ArmoredMob
field_150447_bR,trapped_chest,net/minecraft/init/Blocks
field_150448_aq,rail,net/minecraft/init/Blocks
field_71293_J,serverOwner,net/minecraft/server/MinecraftServer
field_78493_M,debugCamFOV,net/minecraft/client/renderer/EntityRenderer
field_74929_a,worldChunkMngr,net/minecraft/world/gen/structure/StructureVillagePieces$Start
$VALUES,$VALUES,net/minecraft/item/ItemFishFood$FishType
field_71108_cd,speedOnGround,net/minecraft/entity/player/EntityPlayer
field_146489_h,localCommandBlock,net/minecraft/client/gui/GuiCommandBlock
field_150248_c,bold,net/minecraft/util/ChatStyle
field_76100_a,randomSeed,net/minecraft/world/storage/WorldInfo
field_96540_f,teamMemberships,net/minecraft/scoreboard/Scoreboard
INITIALIZATION_FAILURE,INITIALIZATION_FAILURE,net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason
field_147887_af,aoBrightnessYZPP,net/minecraft/client/renderer/RenderBlocks
field_150187_a,field_150187_a,net/minecraft/block/BlockRedstoneOre
field_96566_b,selectInventories,net/minecraft/command/IEntitySelector
field_110559_g,textureUploaded,net/minecraft/client/renderer/ThreadDownloadImageData
field_152312_a,field_152312_a,net/minecraft/client/gui/stream/GuiStreamOptions
field_147377_k,field_147377_k,net/minecraft/network/NetHandlerPlayServer
field_73171_b,netherNoiseGen7,net/minecraft/world/gen/ChunkProviderHell
field_82172_bs,canPickUpLoot,net/minecraft/entity/EntityLiving
DARK_AQUA,DARK_AQUA,net/minecraft/util/EnumChatFormatting
field_75193_c,instancesSpawned,net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight
field_76112_r,mapFeaturesEnabled,net/minecraft/world/storage/WorldInfo
field_151281_a,field_151281_a,net/minecraft/network/NetworkSystem$2
field_147841_ay,colorBlueBottomLeft,net/minecraft/client/renderer/RenderBlocks
field_148631_a,field_148631_a,net/minecraft/client/audio/SoundManager$1
field_70477_b,upperChest,net/minecraft/inventory/InventoryLargeChest
field_150542_e,field_150542_e,net/minecraft/world/gen/feature/WorldGenMegaPineTree
field_146397_s,field_146397_s,net/minecraft/client/gui/ScreenChatOptions
field_145915_a,signText,net/minecraft/tileentity/TileEntitySign
field_152315_t,field_152315_t,net/minecraft/client/gui/stream/GuiStreamOptions
field_78049_g,damageReductionAmountArray,net/minecraft/item/ItemArmor$ArmorMaterial
field_70458_d,player,net/minecraft/entity/player/InventoryPlayer
field_150670_b,value,net/minecraft/event/ClickEvent
field_153197_d,field_153197_d,net/minecraft/client/renderer/OpenGlHelper
field_147823_J,aoLightValueScratchXYZPPN,net/minecraft/client/renderer/RenderBlocks
field_76770_e,extremeHills,net/minecraft/world/biome/BiomeGenBase
field_146628_f,field_146628_f,net/minecraft/client/gui/GuiSelectWorld
field_78156_g,ocelotHead,net/minecraft/client/model/ModelOcelot
field_92041_a,twinkle,net/minecraft/client/particle/EntityFireworkStarterFX
field_149392_b,field_149392_b,net/minecraft/network/play/server/S04PacketEntityEquipment
field_153212_w,field_153212_w,net/minecraft/client/renderer/OpenGlHelper
field_75539_i,field_75539_i,net/minecraft/village/VillageSiege
field_98056_d,field_98056_d,net/minecraft/entity/EntityAgeable
field_111135_e,mapByUUID,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance
field_110708_c,mouthBottom,net/minecraft/client/model/ModelHorse
field_145808_f,field_145808_f,net/minecraft/entity/item/EntityFallingBlock
field_78920_d,posY,net/minecraft/client/renderer/WorldRenderer
field_82570_i,field_82570_i,net/minecraft/world/storage/MapData$MapInfo
field_75409_b,theEntity,net/minecraft/entity/ai/EntityAIOcelotAttack
field_110276_bu,horseBreedingSelector,net/minecraft/entity/passive/EntityHorse
field_148049_e,listAuxNames,net/minecraft/client/shader/Shader
field_152951_c,field_152951_c,net/minecraft/client/stream/TwitchStream
SIZE_4,SIZE_4,net/minecraft/entity/Entity$EnumEntitySize
field_150403_cj,packed_ice,net/minecraft/init/Blocks
field_110719_v,backLeftShin,net/minecraft/client/model/ModelHorse
field_70276_b,speedMultiplier,net/minecraft/entity/item/EntityBoat
field_78933_w,isChunkLit,net/minecraft/client/renderer/WorldRenderer
field_76198_e,colors,net/minecraft/world/storage/MapData
field_75090_a,villagePieceClass,net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight
field_75749_b,loadedDataMap,net/minecraft/world/storage/MapStorage
field_149384_a,field_149384_a,net/minecraft/network/play/server/S19PacketEntityHeadLook
field_82614_i,frontOffsetX,net/minecraft/util/EnumFacing
field_96553_b,field_96553_b,net/minecraft/scoreboard/ServerScoreboard
field_78809_i,mirror,net/minecraft/client/model/ModelRenderer
field_146437_a,field_146437_a,net/minecraft/client/gui/GuiFlatPresets
field_78901_c,jump,net/minecraft/util/MovementInput
CREATIVE,CREATIVE,net/minecraft/world/WorldSettings$GameType
field_152738_b,field_152738_b,net/minecraft/server/management/PreYggdrasilConverter$3
field_71163_h,prevRenderArmYaw,net/minecraft/client/entity/EntityPlayerSP
field_153044_b,field_153044_b,net/minecraft/client/stream/IngestServerTester
field_147532_f,field_147532_f,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer
field_146434_t,field_146434_t,net/minecraft/client/gui/GuiFlatPresets
field_75828_a,chunksToRemove,net/minecraft/world/chunk/storage/AnvilChunkLoader
field_75582_d,center,net/minecraft/village/Village
field_76749_E,heightVariation,net/minecraft/world/biome/BiomeGenBase
field_85177_Q,worldTeleporter,net/minecraft/world/WorldServer
field_146037_g,field_146037_g,net/minecraft/entity/projectile/EntityFishHook
field_75840_j,hash,net/minecraft/pathfinding/PathPoint
field_150169_M,field_150169_M,net/minecraft/block/BlockNewLog
field_72995_K,isRemote,net/minecraft/world/World
field_151627_c,field_151627_c,net/minecraft/world/gen/layer/GenLayerEdge
field_82854_e,maximumCost,net/minecraft/inventory/ContainerRepair
field_70983_bA,dragonPartWing1,net/minecraft/entity/boss/EntityDragon
field_149553_c,field_149553_c,net/minecraft/network/play/client/C0EPacketClickWindow
field_73144_s,isDataInitialized,net/minecraft/entity/EntityTrackerEntry
field_75981_i,timeStatType,net/minecraft/stats/StatBase
field_146801_C,field_146801_C,net/minecraft/client/gui/GuiMultiplayer
field_146440_f,field_146440_f,net/minecraft/client/gui/GuiOptions
field_110181_i,field_110181_i,net/minecraft/entity/EntityCreature
field_148286_c,field_148286_c,net/minecraft/client/gui/GuiKeyBindingList$CategoryEntry
field_78217_d,body,net/minecraft/client/model/ModelDragon
field_147506_e,field_147506_e,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer
field_70563_a,materialType,net/minecraft/client/particle/EntityDropParticleFX
field_149124_b,field_149124_b,net/minecraft/network/play/server/S38PacketPlayerListItem
field_147956_f,field_147956_f,net/minecraft/client/renderer/texture/TextureUtil
field_153009_g,field_153009_g,net/minecraft/client/stream/ChatController
field_150028_b,field_150028_b,net/minecraft/block/BlockCauldron
field_135038_c,name,net/minecraft/client/resources/Language
field_150887_d,field_150887_d,net/minecraft/stats/StatisticsFile
field_76693_g,blocks,net/minecraft/world/chunk/storage/ChunkLoader$AnvilConverterData
field_75521_i,lastPosCheck,net/minecraft/pathfinding/PathNavigate
field_71168_co,ticksSinceMovePacket,net/minecraft/client/entity/EntityClientPlayerMP
field_151664_l,dirtColor,net/minecraft/block/material/MapColor
Bomb,Bomb,net/minecraft/entity/item/EntityPainting$EnumArt
field_98303_au,AMBIENT_OCCLUSIONS,net/minecraft/client/settings/GameSettings
field_75731_b,priority,net/minecraft/entity/ai/EntityAITasks$EntityAITaskEntry
field_151026_S,leather_leggings,net/minecraft/init/Items
field_77919_g,blazePowderEffect,net/minecraft/potion/PotionHelper
field_146804_i,field_146804_i,net/minecraft/client/gui/GuiMultiplayer
onlineScreen,onlineScreen,net/minecraft/realms/RealmsConnect
BurningSkull,BurningSkull,net/minecraft/entity/item/EntityPainting$EnumArt
field_90048_a,theMinecraft,net/minecraft/client/Minecraft$12
field_82890_f,batOuterLeftWing,net/minecraft/client/model/ModelBat
field_151124_az,boat,net/minecraft/init/Items
field_148343_b,field_148343_b,net/minecraft/client/gui/achievement/GuiStats$StatsItem$1
field_151031_f,bow,net/minecraft/init/Items
field_78190_c,villagerArms,net/minecraft/client/model/ModelVillager
field_75235_b,parent,net/minecraft/inventory/ContainerPlayer$1
field_148969_d,field_148969_d,net/minecraft/network/play/server/S10PacketSpawnPainting
field_78502_W,cameraYaw,net/minecraft/client/renderer/EntityRenderer
field_150318_D,golden_rail,net/minecraft/init/Blocks
field_73701_b,sender,net/minecraft/command/ServerCommand
field_82902_i,witchHat,net/minecraft/client/model/ModelWitch
field_149961_a,field_149961_a,net/minecraft/block/BlockBrewingStand
field_146306_a,field_146306_a,net/minecraft/client/gui/GuiDisconnected
field_151068_bn,potionitem,net/minecraft/init/Items
field_151055_y,stick,net/minecraft/init/Items
field_152876_l,field_152876_l,net/minecraft/client/stream/BroadcastController
field_76429_m,resistance,net/minecraft/potion/Potion
field_75372_a,theCreature,net/minecraft/entity/ai/EntityAIFleeSun
field_75053_d,structureMap,net/minecraft/world/gen/structure/MapGenStructure
field_76018_i,buildPickaxe,net/minecraft/stats/AchievementList
field_150335_W,tnt,net/minecraft/init/Blocks
field_71449_j,session,net/minecraft/client/Minecraft
field_147977_a,field_147977_a,net/minecraft/client/renderer/texture/TextureMap$2
field_75337_g,petPathfinder,net/minecraft/entity/ai/EntityAIFollowOwner
field_151609_g,field_151609_g,net/minecraft/world/gen/NoiseGeneratorSimplex
field_151057_cb,name_tag,net/minecraft/init/Items
field_150164_N,field_150164_N,net/minecraft/block/BlockRotatedPillar
field_145787_e,field_145787_e,net/minecraft/entity/projectile/EntityThrowable
field_75229_a,thePlayer,net/minecraft/inventory/SlotFurnace
field_150355_j,water,net/minecraft/init/Blocks
field_149041_c,field_149041_c,net/minecraft/network/play/server/S0FPacketSpawnMob
field_71441_e,theWorld,net/minecraft/client/Minecraft
field_150948_b,field_150948_b,net/minecraft/item/ItemSlab
field_85095_o,debugBoundingBox,net/minecraft/client/renderer/entity/RenderManager
field_77337_m,knockback,net/minecraft/enchantment/Enchantment
field_110323_l,statIcons,net/minecraft/client/gui/Gui
field_78212_h,spiderLeg5,net/minecraft/client/model/ModelSpider
field_78388_E,bufferSize,net/minecraft/client/renderer/Tessellator
$VALUES,$VALUES,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
field_152118_bv,field_152118_bv,net/minecraft/entity/passive/EntityChicken
field_76995_b,field_76995_b,net/minecraft/client/renderer/tileentity/RenderEnderCrystal
field_151413_c,field_151413_c,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
field_71423_H,systemTime,net/minecraft/client/Minecraft
field_82175_bq,isSwingInProgress,net/minecraft/entity/EntityLivingBase
field_82707_i,isAnimal,net/minecraft/entity/EnumCreatureType
field_147314_a,field_147314_a,net/minecraft/server/network/NetHandlerStatusServer
field_78192_d,rightHand,net/minecraft/client/model/ModelSnowMan
field_110452_an,metadataSerializer_,net/minecraft/client/Minecraft
field_94567_b,field_94567_b,net/minecraft/util/CombatEntry
field_147083_w,field_147083_w,net/minecraft/client/gui/GuiHopper
field_150824_a,field_150824_a,net/minecraft/world/chunk/Chunk$1
field_78847_a,serverName,net/minecraft/client/multiplayer/ServerData
field_70230_d,accelerationZ,net/minecraft/entity/projectile/EntityFireball
field_110524_c,reResourcePack,net/minecraft/client/resources/ResourcePackRepository$Entry
field_146344_y,field_146344_y,net/minecraft/client/gui/GuiCreateWorld
field_75290_i,delayTemptCounter,net/minecraft/entity/ai/EntityAITempt
field_70709_bj,newPosX,net/minecraft/entity/EntityLivingBase
field_146543_v,doesGuiPauseGame,net/minecraft/client/gui/achievement/GuiStats
field_92017_k,remainingHighlightTicks,net/minecraft/client/gui/GuiIngame
field_75166_f,nameSeed,net/minecraft/inventory/ContainerEnchantment
field_150717_a,field_150717_a,net/minecraft/network/NetworkManager$1
field_147334_j,field_147334_j,net/minecraft/server/network/NetHandlerLoginServer
TOUCHSCREEN,TOUCHSCREEN,net/minecraft/client/settings/GameSettings$Options
field_149362_b,field_149362_b,net/minecraft/network/play/server/S05PacketSpawnPosition
field_151348_a,coordX,net/minecraft/block/BlockEventData
field_164251_c,field_164251_c,net/minecraft/server/gui/MinecraftServerGui$4
field_96643_a,field_96643_a,net/minecraft/scoreboard/IScoreObjectiveCriteria
field_76817_o,diamondGen,net/minecraft/world/biome/BiomeDecorator
field_149891_b,sunflowerIcons,net/minecraft/block/BlockDoublePlant
field_149778_k,soundTypeGlass,net/minecraft/block/Block
